<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MTSS,D,20120921,000000,233.3300000,233.9300000,230.3000000,232.0000000,1128630
MTSS,D,20120924,000000,232.0000000,232.9700000,226.1000000,232.3700000,1308610
MTSS,D,20120925,000000,233.3300000,235.4800000,230.3000000,230.6000000,2778420
MTSS,D,20120926,000000,229.5000000,230.9600000,225.2200000,225.8000000,1060760
MTSS,D,20120927,000000,227.0000000,229.0800000,226.4500000,227.0000000,1378040
MTSS,D,20120928,000000,228.0000000,229.9000000,227.0000000,229.8900000,1212170
MTSS,D,20121001,000000,228.4100000,232.4900000,228.0800000,231.4000000,1216690
MTSS,D,20121002,000000,230.0500000,233.2700000,228.3100000,229.9700000,1173070
MTSS,D,20121003,000000,228.8800000,229.7200000,225.5200000,227.1900000,1245290
MTSS,D,20121004,000000,227.9500000,230.1600000,225.0000000,228.9300000,1517690
MTSS,D,20121005,000000,229.2500000,231.9300000,225.0000000,225.5100000,2772070
MTSS,D,20121008,000000,224.7000000,226.5800000,222.8200000,223.4500000,2398260
MTSS,D,20121009,000000,224.0000000,226.1900000,222.7800000,225.6800000,2931280
MTSS,D,20121010,000000,223.6900000,229.5000000,223.3400000,229.5000000,1918580
MTSS,D,20121011,000000,228.8800000,231.0000000,228.0000000,229.3600000,1334380
MTSS,D,20121012,000000,229.0100000,229.3600000,227.0100000,229.3600000,723220
MTSS,D,20121015,000000,229.0000000,231.7000000,228.8800000,230.8000000,1858950
MTSS,D,20121016,000000,231.5000000,234.1200000,230.8000000,233.1500000,1692550
MTSS,D,20121017,000000,233.5000000,237.0000000,233.1500000,236.0000000,1610430
MTSS,D,20121018,000000,236.0700000,237.9900000,232.0000000,232.4000000,1493140
MTSS,D,20121019,000000,232.5000000,234.9000000,231.4200000,232.3700000,881100
MTSS,D,20121022,000000,231.3100000,236.2000000,231.3100000,236.0000000,1321980
MTSS,D,20121023,000000,236.0000000,237.3900000,234.8500000,236.5600000,1204890
MTSS,D,20121024,000000,237.1000000,237.9900000,231.7000000,236.6800000,1186940
MTSS,D,20121025,000000,236.8500000,236.8500000,231.8000000,232.0000000,1121720
MTSS,D,20121026,000000,231.8700000,232.5000000,227.1100000,227.6600000,932140
MTSS,D,20121029,000000,227.7700000,230.0000000,227.0300000,230.0000000,207710
MTSS,D,20121030,000000,229.2900000,231.6900000,228.2900000,229.1100000,458890
MTSS,D,20121031,000000,229.2900000,231.5000000,228.5000000,230.7000000,752460
MTSS,D,20121101,000000,231.3100000,231.6100000,229.3000000,230.3700000,640950
MTSS,D,20121102,000000,230.5000000,234.7500000,230.0500000,232.2500000,850390
MTSS,D,20121106,000000,232.0000000,238.4400000,232.0000000,233.3800000,994590
MTSS,D,20121107,000000,233.3800000,235.4000000,229.6500000,230.7000000,632530
MTSS,D,20121108,000000,229.0000000,235.2000000,228.3800000,234.9800000,1425710
MTSS,D,20121109,000000,234.5000000,234.5000000,229.2700000,229.8000000,597720
MTSS,D,20121112,000000,230.2000000,231.7100000,223.5000000,229.2700000,959010
MTSS,D,20121113,000000,228.0000000,233.7000000,225.7000000,226.0000000,1604290
MTSS,D,20121114,000000,228.6700000,231.1000000,226.0000000,230.0000000,2158950
MTSS,D,20121115,000000,229.0000000,233.9200000,227.1000000,232.6600000,1441990
MTSS,D,20121116,000000,231.0000000,234.3400000,230.5500000,234.3400000,1537930
MTSS,D,20121119,000000,235.2000000,237.0900000,234.6000000,235.0000000,1230880
MTSS,D,20121120,000000,236.0000000,236.5000000,233.0000000,233.6900000,897060
MTSS,D,20121121,000000,232.9500000,236.0000000,231.0100000,235.1600000,861920
MTSS,D,20121122,000000,235.0500000,235.3500000,233.0000000,234.2500000,255270
MTSS,D,20121123,000000,235.1400000,237.6900000,234.2500000,237.6700000,923870
MTSS,D,20121126,000000,237.7400000,238.0000000,233.1000000,235.0000000,668540
MTSS,D,20121127,000000,235.0200000,235.8100000,231.5200000,232.4000000,1444370
MTSS,D,20121128,000000,231.8000000,235.0000000,227.9000000,227.9000000,1233240
MTSS,D,20121129,000000,229.9800000,232.6000000,228.5000000,230.0000000,815950
MTSS,D,20121130,000000,231.0000000,233.2000000,230.6800000,231.7300000,1515510
MTSS,D,20121203,000000,232.0000000,236.5000000,230.5700000,235.8000000,799760
MTSS,D,20121204,000000,235.3500000,238.0000000,233.3300000,237.8100000,1072750
MTSS,D,20121205,000000,237.7700000,240.6000000,237.5100000,240.0000000,1163710
MTSS,D,20121206,000000,239.5300000,240.5900000,237.6000000,239.4000000,514940
MTSS,D,20121207,000000,239.0000000,239.9600000,236.2600000,237.6000000,823550
MTSS,D,20121210,000000,237.6000000,238.7000000,235.5600000,236.3500000,608480
MTSS,D,20121211,000000,237.3700000,238.9900000,236.1200000,237.1300000,1899640
MTSS,D,20121212,000000,237.7700000,239.3900000,236.8000000,239.0000000,1021780
MTSS,D,20121213,000000,238.6700000,240.9700000,238.0100000,239.1500000,662530
MTSS,D,20121214,000000,240.2900000,244.8800000,239.1500000,241.7700000,639410
MTSS,D,20121217,000000,241.2300000,242.9500000,237.1000000,241.0000000,1242510
MTSS,D,20121218,000000,241.4100000,244.4900000,240.0100000,242.2200000,1570060
MTSS,D,20121219,000000,242.8000000,243.7500000,239.7700000,243.7200000,852420
MTSS,D,20121220,000000,242.8700000,244.5700000,242.1300000,242.6300000,449700
MTSS,D,20121221,000000,241.6300000,244.3000000,240.0500000,243.1800000,826930
MTSS,D,20121224,000000,242.0500000,246.6300000,242.0100000,244.8000000,547590
MTSS,D,20121225,000000,244.5500000,246.0000000,243.5500000,245.0700000,234260
MTSS,D,20121226,000000,245.0700000,246.4900000,244.2500000,246.4900000,3580420
MTSS,D,20121227,000000,245.8100000,246.9700000,242.7100000,243.3800000,1030540
MTSS,D,20121228,000000,243.3800000,246.2700000,243.3800000,246.0000000,1272030
MTSS,D,20130108,000000,246.8800000,252.7500000,246.0300000,252.5000000,457250
MTSS,D,20130109,000000,252.4200000,252.4300000,246.0200000,251.0000000,976570
MTSS,D,20130110,000000,250.3800000,251.7300000,247.1500000,247.7000000,684240
MTSS,D,20130111,000000,248.8800000,249.0400000,244.5000000,246.7000000,760960
MTSS,D,20130114,000000,247.3700000,248.5000000,245.5900000,248.3000000,1421110
MTSS,D,20130115,000000,248.8900000,248.9800000,245.0000000,246.7100000,1373370
MTSS,D,20130116,000000,246.5100000,247.9500000,245.0000000,247.8900000,428470
MTSS,D,20130117,000000,247.5100000,252.3800000,247.0700000,250.5500000,4767290
MTSS,D,20130118,000000,251.0500000,251.9400000,249.7300000,250.6900000,1540550
MTSS,D,20130121,000000,250.0300000,250.6000000,249.4000000,250.2500000,936560
MTSS,D,20130122,000000,250.2500000,250.3400000,248.4600000,249.9900000,1241580
MTSS,D,20130123,000000,250.1500000,251.5000000,247.6100000,251.1500000,1759370
MTSS,D,20130124,000000,250.7500000,252.7500000,248.5100000,250.4700000,2945790
MTSS,D,20130125,000000,250.5000000,252.4200000,249.7800000,252.2700000,3562390
MTSS,D,20130128,000000,251.4500000,257.8000000,250.5000000,256.3000000,2962250
MTSS,D,20130129,000000,256.0000000,256.8200000,254.2500000,254.8900000,761540
MTSS,D,20130130,000000,255.8000000,256.4900000,253.0200000,255.4800000,887350
MTSS,D,20130131,000000,255.2200000,257.0000000,251.6900000,255.1200000,2633280
MTSS,D,20130201,000000,255.7300000,257.3900000,253.4000000,253.4900000,2588910
MTSS,D,20130204,000000,254.1500000,259.1000000,253.6300000,257.0000000,3121650
MTSS,D,20130205,000000,256.0800000,260.0000000,256.0300000,259.3000000,2761820
MTSS,D,20130206,000000,259.3000000,261.5800000,256.2000000,258.9800000,3396400
MTSS,D,20130207,000000,257.7700000,258.8500000,256.3600000,258.0000000,1189110
MTSS,D,20130208,000000,258.0000000,260.0000000,256.4000000,258.3800000,3068990
MTSS,D,20130211,000000,258.8600000,263.9800000,257.0400000,263.9800000,4091940
MTSS,D,20130212,000000,263.2200000,266.4200000,260.0200000,264.0100000,4075320
MTSS,D,20130213,000000,264.7300000,266.4200000,261.6200000,266.1100000,2113080
MTSS,D,20130214,000000,265.5000000,266.1500000,260.7100000,263.4700000,2177510
MTSS,D,20130215,000000,263.5100000,265.3000000,260.1600000,264.9200000,798180
MTSS,D,20130218,000000,264.4000000,264.9200000,262.9400000,264.5100000,246260
MTSS,D,20130219,000000,264.3100000,264.4600000,260.5500000,264.0000000,1959080
MTSS,D,20130220,000000,263.5500000,263.6700000,261.2000000,263.2500000,1391930
MTSS,D,20130221,000000,261.0000000,261.0000000,257.2100000,259.0100000,1111460
MTSS,D,20130222,000000,259.7200000,263.3400000,259.1600000,262.5000000,1070200
MTSS,D,20130225,000000,262.5500000,265.8000000,262.5200000,264.3500000,893820
MTSS,D,20130226,000000,262.0000000,262.4000000,259.1500000,262.0000000,1276540
MTSS,D,20130227,000000,261.6100000,262.2100000,258.4900000,261.4000000,823080
MTSS,D,20130228,000000,262.3500000,268.7500000,262.3500000,267.7300000,1955590
MTSS,D,20130301,000000,267.1300000,273.4800000,266.2200000,270.9000000,2059550
MTSS,D,20130304,000000,270.8900000,270.8900000,267.6100000,270.4000000,1240620
MTSS,D,20130305,000000,270.8900000,273.5000000,270.3500000,273.2500000,472640
MTSS,D,20130306,000000,273.4500000,279.8800000,273.0200000,277.5000000,922530
MTSS,D,20130307,000000,277.4900000,282.0000000,277.0000000,281.4500000,1005320
MTSS,D,20130311,000000,283.0000000,289.8000000,281.2000000,283.7000000,2568470
MTSS,D,20130312,000000,283.2800000,283.7500000,278.5500000,282.1000000,949140
MTSS,D,20130313,000000,281.3900000,281.9800000,277.2800000,281.0000000,1320920
MTSS,D,20130314,000000,281.0000000,286.9800000,278.7000000,282.2900000,781060
MTSS,D,20130315,000000,283.9700000,286.0000000,277.7700000,280.5800000,1543710
MTSS,D,20130318,000000,278.1100000,278.9000000,272.2500000,273.5700000,1417800
MTSS,D,20130319,000000,274.4900000,277.7700000,268.2100000,271.5000000,1453300
MTSS,D,20130320,000000,268.0000000,274.3000000,267.0100000,273.0000000,1829550
MTSS,D,20130321,000000,273.0000000,273.9800000,269.1800000,270.5000000,614340
MTSS,D,20130322,000000,270.2600000,271.8900000,268.7200000,271.0000000,1193620
MTSS,D,20130325,000000,272.2000000,277.7700000,271.0000000,276.7900000,1564090
MTSS,D,20130326,000000,276.7900000,277.2000000,273.2800000,273.9900000,1036840
MTSS,D,20130327,000000,274.4400000,275.5500000,269.6000000,275.0000000,1005160
MTSS,D,20130328,000000,274.1100000,277.5000000,270.7900000,277.0200000,1070440
MTSS,D,20130329,000000,276.0000000,277.9900000,274.1500000,276.4300000,249460
MTSS,D,20130401,000000,276.0000000,279.9000000,275.3700000,278.3500000,496830
MTSS,D,20130402,000000,278.3800000,280.4600000,278.0800000,279.8700000,345370
MTSS,D,20130403,000000,280.0000000,284.9800000,275.5300000,275.5900000,704290
MTSS,D,20130404,000000,273.3700000,275.7900000,270.0100000,270.1900000,936490
MTSS,D,20130405,000000,270.1100000,270.1200000,257.7600000,261.2000000,4178520
MTSS,D,20130408,000000,262.3900000,265.7500000,261.0800000,264.1400000,980770
MTSS,D,20130409,000000,264.5000000,267.7000000,262.0000000,264.5000000,1241030
MTSS,D,20130410,000000,265.0000000,266.3500000,264.0100000,266.3000000,752230
MTSS,D,20130411,000000,267.2000000,270.1800000,266.1100000,268.2500000,1149030
MTSS,D,20130412,000000,267.2000000,269.4000000,265.1500000,269.2600000,1024340
MTSS,D,20130415,000000,266.5500000,268.9800000,261.5200000,261.8500000,1360070
MTSS,D,20130416,000000,260.8000000,264.7500000,260.1500000,264.7200000,447340
MTSS,D,20130417,000000,264.2400000,267.8800000,261.7400000,263.3000000,480550
MTSS,D,20130418,000000,263.9900000,265.8800000,258.5500000,258.8000000,652370
MTSS,D,20130419,000000,260.9900000,263.5400000,260.0000000,263.0000000,486110
MTSS,D,20130422,000000,263.0000000,265.5300000,257.1200000,257.8200000,885740
MTSS,D,20130423,000000,258.3100000,259.5500000,255.1200000,259.4800000,303110
MTSS,D,20130424,000000,261.0000000,264.0400000,261.0000000,263.8600000,413940
MTSS,D,20130425,000000,264.2500000,271.9800000,263.3000000,271.0000000,836700
MTSS,D,20130426,000000,270.3600000,274.8800000,267.5000000,274.8800000,593410
MTSS,D,20130429,000000,274.7200000,276.9800000,272.5500000,273.5400000,659860
MTSS,D,20130430,000000,274.0000000,274.9600000,268.7600000,274.0000000,947000
MTSS,D,20130502,000000,274.0000000,276.2600000,270.7200000,271.1100000,262700
MTSS,D,20130503,000000,272.2600000,274.8400000,270.5500000,274.5000000,271840
MTSS,D,20130506,000000,274.5000000,279.4300000,274.3300000,277.6000000,448570
MTSS,D,20130507,000000,277.7700000,281.0500000,269.0000000,273.4500000,1835210
MTSS,D,20130508,000000,273.5000000,276.3700000,270.2000000,273.2000000,1655060
MTSS,D,20130510,000000,261.2500000,265.0000000,259.3700000,262.4800000,1238810
MTSS,D,20130513,000000,259.8600000,260.9900000,255.6700000,259.8500000,1699820
MTSS,D,20130514,000000,259.8600000,260.5000000,254.6000000,257.7000000,2694710
MTSS,D,20130515,000000,257.7000000,260.7500000,257.0200000,259.5500000,2469460
MTSS,D,20130516,000000,260.4500000,263.6700000,259.0000000,259.1600000,971410
MTSS,D,20130517,000000,259.2000000,264.3400000,257.1500000,263.9200000,519210
MTSS,D,20130520,000000,263.6300000,263.6300000,260.3500000,261.9400000,390700
MTSS,D,20130521,000000,261.6100000,268.7000000,260.1100000,268.2800000,1052970
MTSS,D,20130522,000000,268.3000000,274.2000000,267.9000000,272.9600000,995610
MTSS,D,20130523,000000,271.9900000,272.1000000,262.5000000,265.4000000,1650470
MTSS,D,20130524,000000,265.7400000,267.0900000,264.1400000,265.1200000,1475950
MTSS,D,20130527,000000,265.5100000,267.2100000,260.3400000,261.4800000,567230
MTSS,D,20130528,000000,262.0200000,263.9900000,260.7400000,263.9900000,1774530
MTSS,D,20130529,000000,263.0000000,263.0000000,258.6500000,260.5000000,456880
MTSS,D,20130530,000000,259.0000000,260.6700000,252.4400000,253.1800000,950980
MTSS,D,20130531,000000,255.1700000,256.3000000,252.0000000,255.3400000,1205230
MTSS,D,20130603,000000,253.1000000,255.6000000,250.1100000,253.8300000,1385200
MTSS,D,20130604,000000,253.8300000,258.5000000,252.5400000,257.3200000,1073010
MTSS,D,20130605,000000,257.3300000,257.3300000,250.0000000,250.2000000,732050
MTSS,D,20130606,000000,250.0000000,256.3800000,248.0100000,254.5800000,1624500
MTSS,D,20130607,000000,254.5800000,257.8000000,252.5700000,254.0000000,1522770
MTSS,D,20130610,000000,254.2100000,256.7500000,251.6400000,255.5000000,1104810
MTSS,D,20130611,000000,254.9400000,254.9400000,245.5300000,248.5600000,1129360
MTSS,D,20130613,000000,251.0600000,251.0600000,245.1200000,248.1900000,1230110
MTSS,D,20130614,000000,250.5000000,252.0000000,248.1000000,251.9000000,866150
MTSS,D,20130617,000000,251.5100000,257.2500000,250.2700000,253.2300000,2030330
MTSS,D,20130618,000000,252.5000000,262.2000000,246.0100000,257.5000000,2409260
MTSS,D,20130619,000000,259.7400000,260.8900000,256.2000000,258.4400000,795160
MTSS,D,20130620,000000,256.4000000,258.9900000,251.0000000,251.0000000,993850
MTSS,D,20130621,000000,249.9000000,253.9400000,248.5500000,249.5200000,939530
MTSS,D,20130624,000000,249.5200000,254.8500000,247.5100000,248.7700000,1564020
MTSS,D,20130625,000000,249.0000000,252.9900000,249.0000000,250.4000000,1048530
MTSS,D,20130626,000000,250.3800000,261.0000000,250.3800000,259.4200000,2254800
MTSS,D,20130627,000000,259.8000000,263.5800000,257.3300000,259.4100000,1116210
MTSS,D,20130628,000000,260.5000000,263.5000000,255.0000000,261.4500000,1752560
MTSS,D,20130701,000000,259.1000000,261.4400000,257.1100000,259.5000000,667370
MTSS,D,20130702,000000,258.2900000,259.9000000,256.0100000,258.0000000,671250
MTSS,D,20130703,000000,257.1000000,259.3900000,255.0100000,258.4700000,685910
MTSS,D,20130704,000000,258.6800000,261.1500000,256.1000000,257.9500000,1245220
MTSS,D,20130705,000000,258.0000000,262.5600000,257.6000000,261.0200000,801630
MTSS,D,20130708,000000,260.1000000,267.0000000,260.1000000,266.1100000,783090
MTSS,D,20130709,000000,266.1100000,268.7500000,262.4100000,263.2600000,828140
MTSS,D,20130710,000000,262.5200000,264.5300000,260.1000000,261.8700000,613680
MTSS,D,20130711,000000,262.6600000,267.0000000,261.1600000,267.0000000,1681390
MTSS,D,20130712,000000,267.1000000,272.5000000,267.1000000,272.3000000,1937230
MTSS,D,20130715,000000,272.7500000,273.9000000,268.5700000,268.5700000,1028230
MTSS,D,20130716,000000,270.9800000,275.6400000,269.0400000,272.5000000,1531500
MTSS,D,20130717,000000,271.5600000,274.7600000,269.0500000,274.0000000,1568870
MTSS,D,20130718,000000,273.9800000,276.5000000,269.4200000,269.7100000,982080
MTSS,D,20130719,000000,269.9000000,274.9700000,267.0000000,269.2200000,1023690
MTSS,D,20130722,000000,270.7500000,275.3000000,266.0100000,274.0000000,1184540
MTSS,D,20130723,000000,274.8500000,277.7500000,273.3300000,276.7000000,925160
MTSS,D,20130724,000000,276.7000000,279.0000000,273.5000000,278.9500000,990380
MTSS,D,20130725,000000,277.7500000,283.9900000,275.5000000,280.5700000,1567590
MTSS,D,20130726,000000,281.0000000,283.7000000,280.6600000,282.4500000,1150210
MTSS,D,20130729,000000,281.8100000,284.7500000,275.7300000,276.3000000,1736500
MTSS,D,20130730,000000,276.9800000,283.2900000,276.8900000,278.5100000,1378480
MTSS,D,20130731,000000,278.8000000,280.3100000,273.1100000,273.5400000,2277970
MTSS,D,20130801,000000,274.3400000,283.0000000,274.1300000,282.6300000,1601920
MTSS,D,20130802,000000,282.6300000,284.7500000,280.6100000,283.7000000,983890
MTSS,D,20130805,000000,283.8500000,287.5000000,281.9000000,287.3800000,1051780
MTSS,D,20130806,000000,287.1000000,291.0000000,281.7000000,282.0100000,1178210
MTSS,D,20130807,000000,282.2200000,287.9700000,280.0000000,285.1700000,1036200
MTSS,D,20130808,000000,286.4900000,289.1000000,283.4300000,285.8900000,894210
MTSS,D,20130809,000000,285.8900000,289.4900000,285.0200000,289.4900000,649290
MTSS,D,20130812,000000,289.4900000,292.8900000,288.1600000,292.2000000,460510
MTSS,D,20130813,000000,292.3000000,296.9200000,292.0000000,294.4000000,641940
MTSS,D,20130814,000000,294.4000000,300.3800000,294.4000000,299.9800000,1074520
MTSS,D,20130815,000000,295.8800000,295.8800000,289.4700000,289.9000000,1076670
MTSS,D,20130816,000000,290.0100000,291.9800000,283.2400000,286.0000000,1323580
MTSS,D,20130819,000000,286.8300000,292.7900000,282.1300000,287.9000000,1029960
MTSS,D,20130820,000000,286.6600000,296.7500000,284.8800000,294.8500000,1856450
MTSS,D,20130821,000000,295.8000000,300.9900000,295.4500000,300.8000000,2006220
MTSS,D,20130822,000000,299.9600000,301.4000000,296.6000000,298.7000000,1360330
MTSS,D,20130823,000000,298.3000000,299.3200000,296.2500000,296.7700000,1071860
MTSS,D,20130826,000000,297.4700000,302.6900000,297.1100000,299.9900000,776410
MTSS,D,20130827,000000,298.4800000,299.9100000,292.0600000,292.4600000,1551520
MTSS,D,20130828,000000,293.1000000,294.6800000,285.0500000,289.7900000,1929300
MTSS,D,20130829,000000,290.3400000,290.3400000,285.4500000,287.9900000,718130
MTSS,D,20130830,000000,288.2500000,291.0000000,285.5100000,287.9800000,722260
MTSS,D,20130902,000000,290.8900000,293.8900000,282.7000000,283.0100000,857210
MTSS,D,20130903,000000,283.5300000,288.3500000,283.2000000,286.0000000,1261020
MTSS,D,20130904,000000,285.0000000,289.0000000,282.8100000,282.9600000,1139830
MTSS,D,20130905,000000,283.5300000,296.5100000,282.6100000,295.0000000,2604250
MTSS,D,20130906,000000,294.8400000,300.8900000,293.9700000,297.1000000,1953690
MTSS,D,20130909,000000,298.0800000,300.7800000,297.0100000,300.5500000,1209940
MTSS,D,20130910,000000,301.0000000,301.3900000,297.7700000,299.0400000,2207330
MTSS,D,20130911,000000,298.5300000,301.0000000,296.3100000,298.5300000,1031970
MTSS,D,20130912,000000,298.1500000,300.3100000,295.0000000,298.4000000,1149850
MTSS,D,20130913,000000,298.0600000,303.3500000,295.1100000,299.9800000,1210110
MTSS,D,20130916,000000,299.9800000,311.8100000,299.9300000,308.2000000,3522840
MTSS,D,20130917,000000,307.6000000,308.4400000,305.5500000,307.9500000,1026800
MTSS,D,20130918,000000,307.0200000,309.7700000,305.7100000,308.3600000,1688290
MTSS,D,20130919,000000,310.8500000,314.8800000,310.1400000,313.5000000,3049460
MTSS,D,20130920,000000,312.0200000,313.3200000,310.1000000,311.8000000,1408640
MTSS,D,20130923,000000,310.8000000,311.5500000,306.0000000,307.1300000,1645730
MTSS,D,20130924,000000,305.6900000,311.0000000,305.1400000,311.0000000,1451470
MTSS,D,20130925,000000,310.5000000,316.4600000,308.9000000,316.3200000,1972050
MTSS,D,20130926,000000,316.3200000,321.3000000,314.6200000,319.5000000,2050710
MTSS,D,20130927,000000,319.8800000,321.9900000,317.0100000,321.0500000,1414090
MTSS,D,20130930,000000,319.7000000,323.4900000,319.0000000,323.0000000,1147740
MTSS,D,20131001,000000,323.0000000,328.4800000,322.0000000,327.9600000,1625730
MTSS,D,20131002,000000,328.0000000,329.2100000,323.5100000,324.0000000,2069940
MTSS,D,20131003,000000,325.0000000,325.6900000,321.0100000,324.2400000,1242090
MTSS,D,20131004,000000,324.0000000,328.7500000,323.3400000,327.9200000,1020460
MTSS,D,20131007,000000,327.5000000,330.9100000,326.6000000,330.0600000,1283100
MTSS,D,20131008,000000,329.8800000,332.5000000,328.0000000,329.9700000,1568230
MTSS,D,20131009,000000,328.6100000,330.5000000,327.5000000,328.9000000,1715050
MTSS,D,20131010,000000,328.9500000,334.4400000,328.9000000,333.7300000,1146740
MTSS,D,20131011,000000,334.3300000,336.5100000,331.0000000,336.2100000,918900
MTSS,D,20131014,000000,335.1100000,338.0000000,334.0600000,336.8000000,1396470
MTSS,D,20131015,000000,337.6500000,346.0000000,337.5500000,344.8000000,2091150
MTSS,D,20131016,000000,344.5000000,353.7700000,341.5100000,351.5000000,1603820
MTSS,D,20131017,000000,353.5000000,353.5000000,339.0000000,343.0000000,1636730
MTSS,D,20131018,000000,344.4900000,349.5100000,337.5900000,348.5000000,1746040
MTSS,D,20131021,000000,349.0800000,349.8000000,340.3500000,341.0000000,1211340
MTSS,D,20131022,000000,341.5000000,348.8800000,338.6000000,345.3900000,1436950
MTSS,D,20131023,000000,344.7500000,344.9700000,338.1000000,338.5000000,1142170
MTSS,D,20131024,000000,338.7000000,342.8800000,336.0000000,339.2100000,1710050
MTSS,D,20131025,000000,339.2000000,340.9700000,335.0000000,336.3900000,1195990
MTSS,D,20131028,000000,336.6100000,340.5800000,333.6300000,337.8000000,1425340
MTSS,D,20131029,000000,336.9800000,341.8400000,335.2900000,341.5400000,772940
MTSS,D,20131030,000000,341.0400000,344.2300000,337.5000000,339.9700000,1718660
MTSS,D,20131031,000000,338.0800000,340.0000000,335.1000000,340.0000000,1786420
MTSS,D,20131101,000000,339.3900000,339.4900000,336.6700000,338.4000000,1062830
MTSS,D,20131105,000000,338.7800000,339.0000000,334.0500000,335.2700000,619050
MTSS,D,20131106,000000,335.7500000,336.0100000,328.7900000,329.5300000,1807860
MTSS,D,20131107,000000,329.0000000,331.9900000,325.5000000,330.0900000,1785150
MTSS,D,20131108,000000,326.0000000,329.7100000,323.8000000,328.6900000,1243820
MTSS,D,20131111,000000,329.2900000,331.3800000,325.2500000,326.0000000,791520
MTSS,D,20131112,000000,326.0100000,326.9000000,321.2100000,326.0900000,1542450
MTSS,D,20131113,000000,325.0000000,325.2500000,315.7300000,318.0000000,1569640
MTSS,D,20131114,000000,321.2100000,325.9100000,320.0000000,320.0300000,1489400
MTSS,D,20131115,000000,322.0000000,329.2500000,321.5600000,326.3500000,1886000
MTSS,D,20131118,000000,327.9900000,331.4600000,326.5000000,329.0300000,984630
MTSS,D,20131119,000000,329.9700000,331.2700000,326.7400000,329.5000000,997070
MTSS,D,20131120,000000,328.2800000,328.4400000,320.2000000,321.5000000,1378550
MTSS,D,20131121,000000,320.0000000,321.7400000,313.5700000,314.5600000,1464110
MTSS,D,20131122,000000,317.0900000,318.2700000,310.4000000,317.9900000,2128630
MTSS,D,20131125,000000,318.4800000,323.0000000,313.0000000,314.0000000,1617510
MTSS,D,20131126,000000,314.4200000,319.8800000,311.1000000,318.0500000,1767880
MTSS,D,20131127,000000,318.0000000,318.9900000,310.2000000,310.2000000,1145800
MTSS,D,20131128,000000,311.9500000,313.9400000,309.0100000,310.5000000,1177250
MTSS,D,20131129,000000,310.1200000,313.9700000,308.0000000,313.0500000,1081940
MTSS,D,20131202,000000,313.1400000,314.9400000,310.0100000,312.1200000,967180
MTSS,D,20131203,000000,311.5500000,312.5800000,301.4000000,309.0600000,2629420
MTSS,D,20131204,000000,309.1000000,309.7400000,306.5000000,308.2800000,2979800
MTSS,D,20131205,000000,307.9900000,310.3500000,305.0000000,305.0000000,1893840
MTSS,D,20131206,000000,305.5500000,319.2000000,304.2400000,317.5300000,2782970
MTSS,D,20131209,000000,318.2100000,326.0000000,315.0100000,324.8300000,2950120
MTSS,D,20131210,000000,323.9000000,324.4200000,320.0000000,320.6100000,2234240
MTSS,D,20131211,000000,319.9400000,324.9100000,316.4000000,322.4700000,1818730
MTSS,D,20131212,000000,317.9700000,320.9800000,314.1000000,317.0100000,2300520
MTSS,D,20131213,000000,316.4800000,322.0000000,315.5600000,319.5100000,1531990
MTSS,D,20131216,000000,318.3900000,323.6000000,318.1400000,320.4900000,2579200
MTSS,D,20131217,000000,320.3500000,322.0100000,319.5100000,319.6400000,2051550
MTSS,D,20131218,000000,319.9900000,321.8000000,318.2000000,319.0200000,1798420
MTSS,D,20131219,000000,321.8000000,328.9900000,321.0000000,324.3100000,2143670
MTSS,D,20131220,000000,324.3100000,325.5000000,322.1200000,324.2000000,1374070
MTSS,D,20131223,000000,324.4000000,330.0000000,324.4000000,329.4900000,1549560
MTSS,D,20131224,000000,328.8400000,329.4900000,327.0100000,329.0600000,588300
MTSS,D,20131225,000000,329.3600000,329.8000000,325.0200000,325.2800000,777410
MTSS,D,20131226,000000,325.5100000,327.6000000,322.6000000,327.6000000,841140
MTSS,D,20131227,000000,327.6000000,327.6000000,324.1100000,326.1000000,509540
MTSS,D,20131230,000000,324.9900000,329.0000000,323.0100000,328.2900000,772090
MTSS,D,20140106,000000,323.5700000,325.4500000,313.6600000,315.0200000,1592760
MTSS,D,20140108,000000,316.0100000,317.9500000,311.6000000,314.6300000,1148620
MTSS,D,20140109,000000,314.0000000,317.2000000,311.6100000,312.0400000,1166060
MTSS,D,20140110,000000,311.4900000,314.4300000,304.4100000,313.4300000,2442030
MTSS,D,20140113,000000,311.8400000,323.3000000,311.1000000,317.0800000,2469720
MTSS,D,20140114,000000,315.8900000,315.9000000,309.2700000,314.5100000,2375870
MTSS,D,20140115,000000,315.3900000,321.5800000,312.1000000,317.9500000,1867560
MTSS,D,20140116,000000,318.1800000,319.5000000,310.8500000,312.6000000,1823520
MTSS,D,20140117,000000,312.0200000,316.1600000,310.5000000,311.2800000,2155760
MTSS,D,20140120,000000,310.3000000,313.2800000,305.7200000,312.0900000,1357780
MTSS,D,20140121,000000,313.6300000,315.3900000,312.1100000,312.1700000,981170
MTSS,D,20140122,000000,312.2500000,312.3800000,306.2300000,307.3100000,2373150
MTSS,D,20140123,000000,307.3000000,308.6800000,306.1200000,307.5200000,1379690
MTSS,D,20140124,000000,305.6100000,308.9900000,301.4000000,305.6000000,3077090
