<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<CLAVRG>,,,,,,,
SBERP,D,20110316,0,66.43,66.93,64.68,65,35083600,0.58993246,,,,,,,
SBERP,D,20110317,0,65.01,68.23,64.77,68.08,36993300,0.617886183,,,,,,,
SBERP,D,20110318,0,68.78,69.4,67.9,68.9,44227400,0.625328408,,,,,,,
SBERP,D,20110321,0,69.4,70.22,68.82,69.74,40242200,0.632952151,,,,,,,
SBERP,D,20110322,0,69.86,70.47,69.1,70.31,44737400,0.638125405,,,,,,,
SBERP,D,20110323,0,70.02,71.2,69.84,70.98,40811600,0.644206247,,,,,,,
SBERP,D,20110324,0,71.12,72.82,70.99,72.82,53371400,0.660905873,,,,,,,
SBERP,D,20110325,0,72.99,73.78,72.68,73.5,44227800,0.667077474,,,,,,,
SBERP,D,20110328,0,73.37,73.56,72.7,73.22,19325900,0.664536227,,,,,,,
SBERP,D,20110329,0,73.04,73.92,72.3,72.72,28294400,0.659998285,,,,,,,
SBERP,D,20110330,0,73.44,73.68,73.05,73.2,22907600,0.664354709,,,,,,,
SBERP,D,20110331,0,73.29,73.49,72.79,73,18466300,0.662539532,,,,,,,
SBERP,D,20110401,0,72.92,74.26,72.8,73.76,37275000,0.669437204,,,,,,,
SBERP,D,20110404,0,73.99,74.54,73.7,74.27,32278100,0.674065905,,,,,,,
SBERP,D,20110405,0,74.19,74.4,72.95,73.6,25140400,0.667985063,,,,,,,
SBERP,D,20110406,0,73.78,74.39,73.35,74.31,23444300,0.674428941,,,,,,,
SBERP,D,20110407,0,74.01,74.39,73.27,73.31,24275600,0.665353057,,,,,,,
SBERP,D,20110408,0,73.8,74.82,73.6,74.77,27320800,0.678603847,,,,,,,
SBERP,D,20110411,0,74.77,75.42,74.16,74.64,22861600,0.677423982,,,,,,,
SBERP,D,20110412,0,73.87,73.89,71.77,72.05,32078300,0.653917443,,,,,,,
SBERP,D,20110413,0,72.48,73.24,71.35,72.99,36474100,0.662448774,,,,,,,
SBERP,D,20110414,0,72.9,73.78,71.52,73.09,34147000,0.663356362,,,,,,,
SBERP,D,20110415,0,72.9,73.59,72.35,72.84,30422200,0.661087391,,,,,,,
SBERP,D,20110418,0,71.95,72.11,66.94,67.9,57336000,0.616252524,,,,,,,
SBERP,D,20110419,0,68.17,69,67.75,68.7,33667700,0.623513231,,,,,,,
SBERP,D,20110420,0,69.27,69.96,68.98,69.63,24425500,0.631953803,,,,,,,
SBERP,D,20110421,0,70.12,70.49,68.35,68.9,21507700,0.625328408,,,,,,,
SBERP,D,20110422,0,69.05,69.56,68.54,69.38,21469700,0.629684832,,,,,,,
SBERP,D,20110425,0,69.51,69.87,67.61,68.03,20398800,0.617432389,,,,,,,
SBERP,D,20110426,0,67.75,68.7,67.1,68.39,26189500,0.620699707,,,,,,,
SBERP,D,20110427,0,68.77,68.96,67.12,67.2,21387200,0.609899405,,,,,,,
SBERP,D,20110428,0,68.12,68.64,66.35,67.33,24853200,0.61107927,,,,,,,
SBERP,D,20110429,0,67.21,67.8,66.44,67.15,12815400,0.609445611,,,,,,,
SBERP,D,20110503,0,67,67.5,65.55,65.65,17776800,0.595831785,,,,,,,
SBERP,D,20110504,0,65.49,67.09,65.1,65.26,35750100,0.59229219,,,,,,,
SBERP,D,20110505,0,65.7,66.22,65.11,65.5,26713100,0.594470402,,,,,,,
SBERP,D,20110506,0,65.5,67.88,65,67.86,30488400,0.615889489,,,,,,,
SBERP,D,20110510,0,67.28,70.15,67.13,68.25,32505000,0.619429083,,,,,,,
SBERP,D,20110511,0,68.8,68.85,66.76,66.89,21782600,0.607085881,,,,,,,
SBERP,D,20110512,0,66.2,66.99,65.61,66.69,21824600,0.605270704,,,,,,,
SBERP,D,20110513,0,67.32,67.78,66.12,66.95,17388000,0.607630434,,,,,,,
SBERP,D,20110516,0,66.26,67.19,65.89,66.56,22387100,0.604090839,,,,,,,
SBERP,D,20110517,0,66.56,66.9,65.3,65.65,13603400,0.595831785,,,,,,,
SBERP,D,20110518,0,66.18,66.9,65.53,66.19,16062300,0.600732762,,,,,,,
SBERP,D,20110519,0,66.18,67.38,65.9,66.73,17882000,0.60563374,,,,,,,
SBERP,D,20110520,0,66.7,67.17,65.02,65.09,15869500,0.59074929,,,,,,,
SBERP,D,20110523,0,64.33,64.39,62.78,63.05,19824700,0.572234487,,,,,,,
SBERP,D,20110524,0,63.26,64.61,63.12,64.49,14703400,0.58530376,,,,,,,
SBERP,D,20110525,0,63.79,65.45,63.25,65.44,13503700,0.593925849,,,,,,,
SBERP,D,20110526,0,65.78,65.84,64.11,64.47,18064200,0.585122242,,,,,,,
SBERP,D,20110527,0,64.97,65.9,64.65,65.63,16520000,0.595650267,,,,,,,
SBERP,D,20110530,0,65.5,65.9,65.03,65.23,9246400,0.592019914,,,,,,,
SBERP,D,20110531,0,65.75,66.35,65.52,66.04,16138200,0.59937138,,,,,,,
SBERP,D,20110601,0,66.21,66.32,65.12,65.4,14523300,0.593562814,,,,,,,
SBERP,D,20110602,0,64.7,65.62,64.3,65.49,14271100,0.594379644,,,,,,,
SBERP,D,20110603,0,65.5,70.98,65.06,69.5,124806200,0.630773938,,,,,,,
SBERP,D,20110606,0,69.62,71.49,69.62,71.01,73515400,0.644478523,,,,,,,
SBERP,D,20110607,0,70.76,72.43,70.55,72.38,35310100,0.656912484,,,,,,,
SBERP,D,20110608,0,72.01,73.65,71.71,73.47,41943500,0.666805198,,,,,,,
SBERP,D,20110609,0,74,74.38,73.29,74.07,45606200,0.672250728,,,,,,,
SBERP,D,20110610,0,73.8,74.02,72.41,72.69,20214600,0.659726008,,,,,,,
SBERP,D,20110614,0,73.2,73.5,72.55,72.97,9539100,0.662267256,,,,,,,
SBERP,D,20110615,0,72.95,73.15,71.75,71.87,19149300,0.652283784,,,,,,,
SBERP,D,20110616,0,71.19,71.91,70.67,71.77,13840700,0.651376195,,,,,,,
SBERP,D,20110617,0,71.49,74.35,70.56,73.35,38474900,0.665716092,,,,,,,
SBERP,D,20110620,0,72.91,73.49,71.55,71.61,13815200,0.649924054,,,,,,,
SBERP,D,20110621,0,72.08,72.46,71.6,71.9,12317700,0.65255606,,,,,,,
SBERP,D,20110622,0,72,72.09,70.95,71.32,12001900,0.647292047,,,,,,,
SBERP,D,20110623,0,70.77,72.29,70.54,71.18,14787000,0.646021424,,,,,,,
SBERP,D,20110624,0,71.91,73.66,71.72,73.23,24598300,0.664626986,,,,,,,
SBERP,D,20110627,0,72.8,74.22,72.65,74.03,17259600,0.671887693,,,,,,,
SBERP,D,20110628,0,74.03,75.35,73.7,75.27,20639300,0.683141789,,,,,,,
SBERP,D,20110629,0,75.2,75.74,74.28,75.31,18962000,0.683504825,,,,,,,
SBERP,D,20110630,0,75.4,75.65,74.76,75.1,16117200,0.681598889,,,,,,,
SBERP,D,20110701,0,75.29,79.3,74.81,78.96,52691500,0.716631801,,,,,,,
SBERP,D,20110704,0,79.06,80.28,78.55,80.02,33986900,0.726252238,,,,,,,
SBERP,D,20110705,0,80,81.35,79.46,80.19,28779400,0.727795138,,,,,,,
SBERP,D,20110706,0,80.5,81,79.12,80.3,16206800,0.728793486,,,,,,,
SBERP,D,20110707,0,80.7,82.45,80.6,82.4,35432100,0.747852842,,,,,,,
SBERP,D,20110708,0,82,82.78,80.35,80.85,29689700,0.733785222,,,,,,,
SBERP,D,20110711,0,80.55,80.77,78.55,79.5,19494000,0.721532779,,,,,,,
SBERP,D,20110712,0,78,80.85,77.9,80.8,22511600,0.733331428,,,,,,,
SBERP,D,20110713,0,81,81.8,80.08,81.69,27566300,0.741408965,,,,,,,
SBERP,D,20110714,0,81.11,82.48,81.02,81.54,19153300,0.740047582,,,,,,,
SBERP,D,20110715,0,81.12,82.27,80.7,81.85,19636800,0.742861106,,,,,,,
SBERP,D,20110718,0,81.61,81.92,79.56,79.95,17738800,0.725616926,,,,,,,
SBERP,D,20110719,0,80.05,80.88,79.95,80.5,13956800,0.730608663,,,,,,,
SBERP,D,20110720,0,81,81.3,80.22,80.25,10494300,0.728339692,,,,,,,
SBERP,D,20110721,0,80.39,82.15,79.23,82.01,16506100,0.744313247,,,,,,,
SBERP,D,20110722,0,82.15,82.75,81.45,81.58,14599400,0.740410617,,,,,,,
SBERP,D,20110725,0,80.98,81.94,79.58,81.85,12507400,0.742861106,,,,,,,
SBERP,D,20110726,0,81.87,82.18,81.2,81.84,11263900,0.742770347,,,,,,,
SBERP,D,20110727,0,81.81,83.45,81.6,82.48,22412200,0.748578913,,,,,,,
SBERP,D,20110728,0,82.05,83.6,81.7,83.53,20469500,0.758108591,,,,,,,
SBERP,D,20110729,0,82.85,83.3,82.27,82.63,15674700,0.749940295,,,,,,,
SBERP,D,20110801,0,84,84.9,82.95,83.34,19624900,0.756384173,,,,,,,
SBERP,D,20110802,0,82.99,83.3,81.4,81.8,21867500,0.742407312,,,,,,,
SBERP,D,20110803,0,80.73,81.28,78.8,79.1,33089100,0.717902425,,,,,,,
SBERP,D,20110804,0,79.59,80.55,78.1,78.49,33512100,0.712366136,,,,,,,
SBERP,D,20110805,0,76.97,79.27,74.53,76.1,46356500,0.690674773,,,,,,,
SBERP,D,20110808,0,74.25,75.41,71.5,71.94,36519700,0.652919095,,,,,,,
SBERP,D,20110809,0,69.99,74.53,65,73.17,58722200,0.664082433,,,,,,,
SBERP,D,20110810,0,75.11,75.36,68.8,69.65,37647800,0.632135321,,,,,,,
SBERP,D,20110811,0,70.85,71.98,66.3,70.22,33523400,0.637308575,,,,,,,
SBERP,D,20110812,0,71.05,72.34,68.63,71.04,28115300,0.6447508,,,,,,,
SBERP,D,20110815,0,71.89,73.89,70.75,73.5,17643100,0.667077474,,,,,,,
SBERP,D,20110816,0,72.9,72.95,70.05,71.5,19112000,0.648925706,,,,,,,
SBERP,D,20110817,0,71.77,72.97,70.4,72.48,15709700,0.657820073,,,,,,,
SBERP,D,20110818,0,71.1,71.8,68.15,68.31,24357000,0.619973636,,,,,,,
SBERP,D,20110819,0,67.5,67.65,64.17,66.02,35742200,0.599189862,,,,,,,
SBERP,D,20110822,0,65.66,68.37,64.18,67,22303400,0.608084228,,,,,,,
SBERP,D,20110823,0,68,68.58,65.02,66.24,20000900,0.601186557,,,,,,,
SBERP,D,20110824,0,66.34,66.76,65.01,65.5,27780000,0.594470402,,,,,,,
SBERP,D,20110825,0,65.9,67.8,65.4,65.69,30367100,0.59619482,,,,,,,
SBERP,D,20110826,0,66.12,66.5,64.38,65.15,19147400,0.591293843,,,,,,,
SBERP,D,20110829,0,66.34,68.44,66.1,68.41,18720800,0.620881225,,,,,,,
SBERP,D,20110830,0,68.75,69.43,67.93,68.6,28886600,0.622605643,,,,,,,
SBERP,D,20110831,0,68.94,71.56,68.83,71,24951300,0.644387764,,,,,,,
SBERP,D,20110901,0,71,71.44,69.3,70.9,19439200,0.643480176,,,,,,,
SBERP,D,20110902,0,70.1,70.34,69.04,69.22,14110900,0.628232691,,,,,,,
SBERP,D,20110905,0,68.4,68.5,67.15,67.16,17063900,0.60953637,,,,,,,
SBERP,D,20110906,0,66.96,68.29,66.76,67.88,16074400,0.616071006,,,,,,,
SBERP,D,20110907,0,68.55,70.95,68.54,70.7,19856800,0.641664999,,,,,,,
SBERP,D,20110908,0,70.95,71.93,70.05,71.6,23306700,0.649833295,,,,,,,
SBERP,D,20110909,0,71.1,71.3,69.1,69.49,22840200,0.63068318,,,,,,,
SBERP,D,20110912,0,68.35,68.36,65.89,66.58,30244900,0.604272357,,,,,,,
SBERP,D,20110913,0,66.99,67.5,65.62,66.06,34730300,0.599552897,,,,,,,
SBERP,D,20110914,0,65.41,66.7,65.08,65.31,21453200,0.592745984,,,,,,,
SBERP,D,20110915,0,65.9,67,65.54,65.61,37303200,0.59546875,,,,,,,
SBERP,D,20110916,0,66.4,66.76,64.77,65.58,18758700,0.595196473,,,,,,,
SBERP,D,20110919,0,64.88,65.9,64.32,65.17,15277100,0.591475361,,,,,,,
SBERP,D,20110920,0,65.05,66.44,65.05,66.3,19431700,0.60173111,,,,,,,
SBERP,D,20110921,0,66.25,66.66,65.51,65.66,14302300,0.595922544,,,,,,,
SBERP,D,20110922,0,64,64.05,59.11,59.41,37166800,0.539198269,,,,,,,
SBERP,D,20110923,0,58.76,58.98,53.02,56.81,45802300,0.51560097,,,,,,,
SBERP,D,20110926,0,55.9,58.25,52.95,56.4,35249800,0.511879858,,,,,,,
SBERP,D,20110927,0,57.85,58.5,56.88,57.43,29226300,0.521228019,,,,,,,
SBERP,D,20110928,0,56.77,57.18,55.8,56.08,19468300,0.508975575,,,,,,,
SBERP,D,20110929,0,55.61,58.5,55.11,57.81,26450200,0.524676854,,,,,,,
SBERP,D,20110930,0,57.7,57.96,53.88,54.47,27248300,0.494363402,,,,,,,
SBERP,D,20111003,0,53,53.83,51.21,53.33,24831900,0.484016894,,,,,,,
SBERP,D,20111004,0,52.68,53.69,48.29,49.09,39753200,0.445535146,,,,,,,
SBERP,D,20111005,0,50.48,50.59,46.25,47.7,50620900,0.432919667,,,,,,,
SBERP,D,20111006,0,48.45,50.05,48.1,49.52,39550000,0.449437776,,,,,,,
SBERP,D,20111007,0,49.99,51.8,49.99,51.12,36082700,0.46395919,,,,,,,
SBERP,D,20111010,0,51.6,52.7,50.38,52.61,27545500,0.477482258,,,,,,,
SBERP,D,20111011,0,52.9,53.65,51.88,53.25,41075000,0.483290823,,,,,,,
SBERP,D,20111012,0,53,56.4,52.81,55.4,53919600,0.502803974,,,,,,,
SBERP,D,20111013,0,55.41,56.62,54.55,55.34,44332900,0.502259421,,,,,,,
SBERP,D,20111014,0,55.5,59.08,54.8,58.7,52206100,0.532754391,,,,,,,
SBERP,D,20111017,0,59.4,62.09,57.75,58.44,78275600,0.530394661,,,,,,,
SBERP,D,20111018,0,57.7,60.67,57.47,58.79,61198700,0.533571221,,,,,,,
SBERP,D,20111019,0,59.6,60.59,58.87,60.06,44448600,0.545097593,,,,,,,
SBERP,D,20111020,0,59,61.1,58.3,61,40413800,0.553628924,,,,,,,
SBERP,D,20111021,0,61.15,62.35,60.72,61.98,40535300,0.562523291,,,,,,,
SBERP,D,20111024,0,62.69,63.45,62.32,63.2,32470900,0.573595869,,,,,,,
SBERP,D,20111025,0,63.28,63.29,60.88,61.34,25971100,0.556714725,,,,,,,
SBERP,D,20111026,0,61.21,63.65,61.2,62.61,27174400,0.568241098,,,,,,,
SBERP,D,20111027,0,63.98,65.13,63.71,63.93,40521500,0.580221265,,,,,,,
SBERP,D,20111028,0,64.5,64.89,63.35,64.15,35851300,0.582217959,,,,,,,
SBERP,D,20111031,0,63.85,64.99,62.64,63.88,32320700,0.57976747,,,,,,,
SBERP,D,20111101,0,63.08,63.4,59.54,59.87,26303200,0.543373175,,,,,,,
SBERP,D,20111102,0,60.5,61.6,60.01,61.46,32207900,0.557803831,,,,,,,
SBERP,D,20111103,0,60.74,63.49,59.7,63.37,39640800,0.57513877,,,,,,,
SBERP,D,20111107,0,63.31,64.71,63,64.27,23376500,0.583307065,,,,,,,
SBERP,D,20111108,0,64.28,65.97,64.15,65.55,34928200,0.594924197,,,,,,,
SBERP,D,20111109,0,65.94,66.65,62.44,62.44,36324200,0.566698197,,,,,,,
SBERP,D,20111110,0,61.9,64.41,61.1,63.46,33538500,0.575955599,,,,,,,
SBERP,D,20111111,0,64.49,64.5,62.59,63.95,19979900,0.580402782,,,,,,,
SBERP,D,20111114,0,64.8,65.4,63.36,63.67,20757100,0.577861535,,,,,,,
SBERP,D,20111115,0,63.34,64.36,62.4,63.47,23914600,0.576046358,,,,,,,
SBERP,D,20111116,0,63.04,64.11,62.55,63.02,19224100,0.57196221,,,,,,,
SBERP,D,20111117,0,62.95,63.63,61.02,62.51,26968800,0.567333509,,,,,,,
SBERP,D,20111118,0,61.26,62.5,60.8,62.46,17976600,0.566879715,,,,,,,
SBERP,D,20111121,0,61.67,62.28,59.1,59.1,23458700,0.536384745,,,,,,,
SBERP,D,20111122,0,59.3,60.64,58.4,58.6,20369700,0.531846803,,,,,,,
SBERP,D,20111123,0,58.5,59.9,57.13,59.26,26394900,0.537836886,,,,,,,
SBERP,D,20111124,0,58.9,59.79,58.6,58.63,8844000,0.532119079,,,,,,,
SBERP,D,20111125,0,58.33,60.21,57.5,60.19,19038000,0.546277458,,,,,,,
SBERP,D,20111128,0,61.02,64.56,61,64.41,27389700,0.584577689,,,,,,,
SBERP,D,20111129,0,64.62,65.35,63.72,64.06,38947600,0.581401129,,,,,,,
SBERP,D,20111130,0,63.9,67.8,63.19,67.5,55696800,0.61262217,,,,,,,
SBERP,D,20111201,0,68.3,68.88,67.03,67.8,47477500,0.615344936,,,,,,,
SBERP,D,20111202,0,67.84,69.1,67.67,68.79,40695700,0.624330061,,,,,,,
SBERP,D,20111205,0,68.98,69.29,68.29,69,13862100,0.626235996,,,,,,,
SBERP,D,20111206,0,68.4,68.5,65.75,65.8,29947600,0.597193168,,,,,,,
SBERP,D,20111207,0,66.2,67.28,63.1,64.53,31233200,0.585666795,,,,,,,
SBERP,D,20111208,0,64.9,66.26,64.4,65.31,27946800,0.592745984,,,,,,,
SBERP,D,20111209,0,63.46,63.98,60.93,61.47,37635600,0.55789459,,,,,,,
SBERP,D,20111212,0,61.8,63.18,59.11,59.59,24398400,0.540831928,,,,,,,
SBERP,D,20111213,0,59.8,61.18,57.81,60.8,38973400,0.551813748,,,,,,,
SBERP,D,20111214,0,60.02,61.37,59.45,60.27,30021300,0.547003529,,,,,,,
SBERP,D,20111215,0,59.02,61,59,60.8,29083900,0.551813748,,,,,,,
SBERP,D,20111216,0,61,61.84,59.72,60.25,17015300,0.546822011,,,,,,,
SBERP,D,20111219,0,59.21,60.28,58.65,59.89,18780100,0.543554693,,,,,,,
SBERP,D,20111220,0,59.89,61,58.8,61,19305000,0.553628924,,,,,,,
SBERP,D,20111221,0,61.56,61.78,58.85,58.9,26455200,0.534569568,,,,,,,
SBERP,D,20111222,0,59.06,59.69,58.6,58.83,16594000,0.533934256,,,,,,,
SBERP,D,20111223,0,59.4,60.03,58.67,59.1,15032100,0.536384745,,,,,,,
SBERP,D,20111226,0,59.44,61.15,59.25,60.36,11888100,0.547820359,,,,,,,
SBERP,D,20111227,0,60.32,60.63,59.11,59.39,10421700,0.539016751,,,,,,,
SBERP,D,20111228,0,59.2,59.65,58.4,58.64,9748000,0.532209838,,,,,,,
SBERP,D,20111229,0,58.42,58.5,57.11,58.38,15296800,0.529850108,,,,,,,
SBERP,D,20111230,0,58.8,59.34,58.25,59.24,7864100,0.537655369,,,,,,,
SBERP,D,20120103,0,59.83,61.39,59.7,61.3,8232800,0.55635169,,,,,,,
SBERP,D,20120104,0,61.35,62.45,60.85,61.3,13374700,0.55635169,,,,,,,
SBERP,D,20120105,0,61.3,61.84,60.4,60.63,8052200,0.550270847,,,,,,,
SBERP,D,20120106,0,60.83,61.58,60.2,60.92,7288400,0.552902854,,,,,,,
SBERP,D,20120109,0,60.8,61.98,60.5,61.98,10879000,0.562523291,,,,,,,
SBERP,D,20120110,0,62.25,64.33,62.22,64.15,32960700,0.582217959,,,,,,,
SBERP,D,20120111,0,63.97,64.26,62.64,62.84,17415600,0.570328551,,,,,,,
SBERP,D,20120112,0,63.02,63.85,62.5,62.62,14978900,0.568331856,,,,,,,
SBERP,D,20120113,0,62.98,63.19,62.26,62.51,18916900,0.567333509,,,,,,,
SBERP,D,20120116,0,61.99,63,61.57,62.52,11857200,0.567424268,,,,,,,
SBERP,D,20120117,0,63.15,63.9,62.95,63.25,14446200,0.574049663,,,,,,,
SBERP,D,20120118,0,63.3,63.75,62.8,63.24,14837900,0.573958905,,,,,,,
SBERP,D,20120119,0,63.8,64.21,63.6,64.09,14807300,0.581673406,,,,,,,
SBERP,D,20120120,0,64.15,64.39,63.4,63.73,10134600,0.578406088,,,,,,,
SBERP,D,20120123,0,63.71,64,62.88,63.9,16261300,0.579948988,,,,,,,
SBERP,D,20120124,0,63.7,64.69,63.4,64.38,20222700,0.584305412,,,,,,,
SBERP,D,20120125,0,64.75,65.59,64.5,64.86,32920800,0.588661837,,,,,,,
SBERP,D,20120126,0,65.41,66.84,65.41,66.71,29735400,0.605452222,,,,,,,
SBERP,D,20120127,0,66.3,66.99,65.8,66.06,19018100,0.599552897,,,,,,,
SBERP,D,20120130,0,65.8,66.2,64.82,65,18420800,0.58993246,,,,,,,
SBERP,D,20120131,0,65.39,66.44,65.25,66,17182000,0.599008344,,,,,,,
SBERP,D,20120201,0,65.78,67.52,65.12,67.4,22154000,0.611714582,,,,,,,
SBERP,D,20120202,0,67.72,68.13,67.18,67.62,28503300,0.613711277,,,,,,,
SBERP,D,20120203,0,67.6,69.08,67.3,69,16635500,0.626235996,,,,,,,
SBERP,D,20120206,0,69.27,69.3,68.49,69.1,18497500,0.627143585,,,,,,,
SBERP,D,20120207,0,69.17,69.66,67.97,68.37,20473800,0.62051819,,,,,,,
SBERP,D,20120208,0,68.85,71.51,68.85,71.4,32544800,0.648018118,,,,,,,
SBERP,D,20120209,0,71.5,72.68,70.61,72.35,44423800,0.656640208,,,,,,,
SBERP,D,20120210,0,71.89,72.19,70.64,71.05,18701900,0.644841559,,,,,,,
SBERP,D,20120213,0,71.7,73.43,71.66,73.39,16959200,0.666079127,,,,,,,
SBERP,D,20120214,0,73,74.33,72.62,73.45,19836900,0.66662368,,,,,,,
SBERP,D,20120215,0,74.34,74.7,73.75,74.3,13943900,0.674338182,,,,,,,
SBERP,D,20120216,0,73.27,73.49,72.5,73.12,15393600,0.663628639,,,,,,,
SBERP,D,20120217,0,74.2,74.37,73.26,74.37,16357100,0.674973494,,,,,,,
SBERP,D,20120220,0,74.93,75.47,74.44,74.87,12341800,0.679511436,,,,,,,
SBERP,D,20120221,0,75.01,75.07,73.37,73.86,18066400,0.670344793,,,,,,,
SBERP,D,20120222,0,73.93,74.43,72.75,73.57,16322000,0.667712786,,,,,,,
SBERP,D,20120224,0,74.1,75.98,73.62,75.84,21840600,0.688315043,,,,,,,
SBERP,D,20120227,0,75.58,76.7,75.1,75.9,14678900,0.688859596,,,,,,,
SBERP,D,20120228,0,76.25,76.53,74.5,74.67,14375700,0.677696259,,,,,,,
SBERP,D,20120229,0,75.1,76.35,75.05,75.95,14872800,0.68931339,,,,,,,
SBERP,D,20120301,0,75.38,75.61,74.77,75.58,11325400,0.685955313,,,,,,,
SBERP,D,20120302,0,76.01,77.48,75.65,77.09,26109100,0.699659898,,,,,,,
SBERP,D,20120305,0,77.09,78.59,77.09,77.59,17620000,0.70419784,,,,,,,
SBERP,D,20120306,0,77.15,77.2,73.8,73.81,25082700,0.669890999,,,,,,,
SBERP,D,20120307,0,74,74.78,73.23,74.53,20630900,0.676425635,,,,,,,
SBERP,D,20120311,0,76,76.25,75.8,76.13,8386000,0.690947049,,,,,,,
SBERP,D,20120312,0,75.78,77.38,75.3,77.08,23834400,0.699569139,,,,,,,
SBERP,D,20120313,0,77.39,79.45,77.33,79.22,21080900,0.718991531,,,,,,,
SBERP,D,20120314,0,80.05,83.83,79.9,83.24,66273200,0.755476585,,,,,,,
SBERP,D,20120315,0,83.37,83.38,80.11,80.99,51691300,0.735055846,,,,,,,
SBERP,D,20120316,0,81.2,82.68,80.34,82.62,29537500,0.749849537,,,,,,,
SBERP,D,20120319,0,82.2,83.12,80.69,80.92,31070400,0.734420534,,,,,,,
SBERP,D,20120320,0,81.16,81.45,78.96,78.96,25959600,0.716631801,,,,,,,
SBERP,D,20120321,0,79.19,80.57,77.81,78.71,24424000,0.71436283,,,,,,,
SBERP,D,20120322,0,78.46,79.29,76.22,76.41,28943300,0.693488297,,,,,,,
SBERP,D,20120323,0,76.7,77.2,75.81,76.41,24222700,0.693488297,,,,,,,
SBERP,D,20120326,0,77.34,80.12,77.01,79.76,32376400,0.723892508,,,,,,,
SBERP,D,20120327,0,80.2,81.08,78.81,79.26,34130400,0.719354566,,,,,,,
SBERP,D,20120328,0,78.98,79.88,77.9,77.92,26217900,0.707192882,,,,,,,
SBERP,D,20120329,0,77.62,78.58,76.3,76.36,26978900,0.693034503,,,,,,,
SBERP,D,20120330,0,77.77,78.95,77.41,77.8,27622200,0.706103776,,,,,,,
SBERP,D,20120402,0,78.54,78.99,77.42,77.86,23283000,0.706648329,,,,,,,
SBERP,D,20120403,0,78.75,79.46,78.33,78.96,26089200,0.716631801,,,,,,,
SBERP,D,20120404,0,78.31,78.6,77.25,77.36,18415200,0.702110387,,,,,,,
SBERP,D,20120405,0,77.83,78.8,76.5,78.2,23947200,0.709734129,,,,,,,
SBERP,D,20120406,0,78.57,78.81,77.24,77.32,13667200,0.701747351,,,,,,,
SBERP,D,20120409,0,77.5,77.75,76.5,77.24,17850800,0.701021281,,,,,,,
SBERP,D,20120410,0,77.3,78.71,77.22,77.81,26752700,0.706194535,,,,,,,
SBERP,D,20120411,0,77.42,79.17,77.16,78.57,24362500,0.713092206,,,,,,,
SBERP,D,20120412,0,78.7,79.39,77.36,78,31959400,0.707918953,,,,,,,
SBERP,D,20120413,0,76.77,76.89,74.79,75.49,28885800,0.685138484,,,,,,,
SBERP,D,20120416,0,74.9,75,73.43,73.46,18241900,0.666714439,,,,,,,
SBERP,D,20120417,0,73.53,73.67,72.12,72.13,20800400,0.654643513,,,,,,,
SBERP,D,20120418,0,72.77,73.3,71.03,71.31,12694000,0.647201289,,,,,,,
SBERP,D,20120419,0,71.44,72.85,71.04,72.79,14532300,0.660633597,,,,,,,
SBERP,D,20120420,0,72.33,74.28,72.1,74.26,10192700,0.673975146,,,,,,,
SBERP,D,20120423,0,73.99,73.99,72.01,72.22,12550900,0.655460343,,,,,,,
SBERP,D,20120424,0,72.47,72.9,70.48,71.48,19283400,0.648744189,,,,,,,
SBERP,D,20120425,0,71.7,72.19,70.55,70.99,13415800,0.644297006,,,,,,,
SBERP,D,20120426,0,71.1,71.36,68.92,69.14,23368100,0.62750662,,,,,,,
SBERP,D,20120427,0,68.99,69.45,68.13,68.49,25597300,0.621607296,,,,,,,
SBERP,D,20120428,0,68.55,69.05,68.26,68.64,4566900,0.622968678,,,,,,,
SBERP,D,20120502,0,69.02,70.32,68.18,68.19,19556400,0.61888453,,,,,,,
SBERP,D,20120503,0,68.57,70.8,67.18,69.99,29683200,0.635221122,,,,,,,
SBERP,D,20120504,0,69.55,69.8,66.73,67.59,23585300,0.613439,,,,,,,
SBERP,D,20120505,0,67.65,67.66,66.71,67.44,6179100,0.612077617,,,,,,,
SBERP,D,20120507,0,67,67.73,64.7,67.5,12860900,0.61262217,,,,,,,
SBERP,D,20120508,0,67.8,68.45,66.67,67.86,10424300,0.615889489,,,,,,,
SBERP,D,20120510,0,67.7,69.32,67.7,68.97,16854500,0.62596372,,,,,,,
SBERP,D,20120511,0,67.9,68.56,66.85,68.5,13511900,0.621698054,,,,,,,
SBERP,D,20120512,0,68.1,68.62,67.58,68.48,2272400,0.621516537,,,,,,,
SBERP,D,20120514,0,68.48,68.49,65.05,65.3,17119500,0.592655226,,,,,,,
SBERP,D,20120515,0,65.65,67.33,64.84,66.54,17384400,0.603909322,,,,,,,
SBERP,D,20120516,0,65.6,65.85,64.53,65.17,17296000,0.591475361,,,,,,,
SBERP,D,20120517,0,65.28,65.58,59.35,60.09,38412400,0.54536987,,,,,,,
SBERP,D,20120518,0,58.29,61,56.05,59.07,35810100,0.536112468,,,,,,,
SBERP,D,20120521,0,59.56,61.69,59.11,61.68,18500900,0.559800526,,,,,,,
SBERP,D,20120522,0,62.18,62.46,60.77,61.65,16940300,0.559528249,,,,,,,
SBERP,D,20120523,0,60.2,60.94,57.59,57.93,24145000,0.525765961,,,,,,,
