<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,D,20180213,000000,255.8700000,258.6200000,254.7000000,258.3000000,43682560
SBER,D,20180214,000000,259.0800000,263.3700000,257.2600000,262.0300000,60335860
SBER,D,20180215,000000,267.5300000,268.7700000,264.0000000,264.5800000,60628960
SBER,D,20180216,000000,265.8100000,267.9700000,263.1100000,266.9900000,51896060
SBER,D,20180219,000000,267.0000000,270.0000000,265.3000000,266.8500000,24145990
SBER,D,20180220,000000,266.8600000,267.8000000,264.7200000,267.2200000,24741410
SBER,D,20180221,000000,266.0600000,279.2000000,266.0500000,279.2000000,70353730
SBER,D,20180222,000000,277.9600000,279.5000000,275.5200000,277.4900000,50614960
SBER,D,20180226,000000,279.0000000,285.0000000,278.5900000,279.9700000,67356050
SBER,D,20180227,000000,280.8200000,280.9900000,276.6100000,278.2100000,39968470
SBER,D,20180228,000000,276.0200000,277.4100000,272.0000000,272.4000000,52919980
SBER,D,20180301,000000,270.9800000,277.0000000,270.9000000,275.0000000,38940750
SBER,D,20180302,000000,274.4000000,275.5000000,268.5600000,273.0000000,46008780
SBER,D,20180305,000000,273.7000000,278.8400000,273.5000000,277.0000000,34090490
SBER,D,20180306,000000,278.5000000,281.5000000,274.0300000,274.0300000,40549160
SBER,D,20180307,000000,272.9900000,276.7200000,270.1500000,274.0000000,49951810
SBER,D,20180309,000000,274.5700000,275.4800000,270.6100000,274.6000000,26306900
SBER,D,20180312,000000,276.0500000,277.3000000,273.5500000,274.3000000,23683510
SBER,D,20180313,000000,274.0000000,275.9300000,272.6600000,273.9500000,34624050
SBER,D,20180314,000000,272.9200000,273.4000000,262.1100000,262.5000000,61740760
SBER,D,20180315,000000,263.0100000,264.6100000,253.2900000,254.5100000,77948620
SBER,D,20180316,000000,255.2800000,257.9800000,249.7600000,256.1500000,91829180
SBER,D,20180319,000000,257.8000000,259.8100000,250.0100000,255.0000000,42444330
SBER,D,20180320,000000,255.9500000,257.3400000,250.4000000,257.1500000,62915590
SBER,D,20180321,000000,258.0000000,270.0000000,257.2300000,268.8800000,69873420
SBER,D,20180322,000000,269.9700000,271.8000000,264.1000000,265.5000000,55515720
SBER,D,20180323,000000,259.0300000,264.2500000,259.0300000,262.0000000,45451970
SBER,D,20180326,000000,262.0200000,264.8700000,255.0000000,255.0000000,56781030
SBER,D,20180327,000000,256.9900000,258.4300000,252.2700000,258.0000000,45103320
SBER,D,20180328,000000,255.5000000,256.1200000,250.7500000,251.5000000,43708220
SBER,D,20180329,000000,252.1400000,255.6000000,252.1400000,252.9000000,33595950
SBER,D,20180330,000000,254.0200000,254.4900000,252.8000000,253.5700000,10854540
SBER,D,20180402,000000,253.6000000,258.3400000,249.9900000,249.9900000,35423370
SBER,D,20180403,000000,250.0100000,251.9300000,245.3800000,251.6000000,63712830
SBER,D,20180404,000000,252.2200000,255.7700000,249.0900000,255.6900000,51988700
SBER,D,20180405,000000,257.2600000,262.8900000,255.9200000,262.0000000,52541810
SBER,D,20180406,000000,260.6400000,262.3200000,256.0100000,256.7600000,40147790
SBER,D,20180409,000000,255.1000000,255.3000000,205.0000000,213.0000000,249893540
SBER,D,20180410,000000,211.2400000,224.4700000,197.0000000,215.4800000,242110550
SBER,D,20180411,000000,213.9800000,223.6000000,204.2400000,208.0000000,185548360
SBER,D,20180412,000000,214.5900000,218.3900000,208.5000000,212.2100000,126646690
SBER,D,20180413,000000,213.3600000,216.7000000,203.1400000,204.7000000,106807820
SBER,D,20180416,000000,199.3500000,208.0000000,191.5000000,192.0600000,199130330
SBER,D,20180417,000000,203.0300000,207.8700000,200.0000000,207.5000000,168916840
SBER,D,20180418,000000,209.0200000,219.9300000,208.2500000,215.8700000,173838350
SBER,D,20180419,000000,217.3400000,222.2200000,212.0000000,213.4500000,133397880
SBER,D,20180420,000000,214.0200000,216.2700000,212.1300000,215.3600000,57747950
SBER,D,20180423,000000,216.4800000,223.5000000,213.2200000,223.2500000,116819360
SBER,D,20180424,000000,225.9200000,228.4300000,221.3000000,223.0000000,83740550
SBER,D,20180425,000000,220.1300000,223.7800000,218.2000000,220.4500000,69521980
SBER,D,20180426,000000,221.5700000,222.5900000,216.0000000,220.7000000,73144200
SBER,D,20180427,000000,221.3700000,224.4300000,217.6200000,223.9100000,81902940
SBER,D,20180428,000000,224.4000000,224.9900000,222.4000000,224.8700000,10121630
SBER,D,20180430,000000,224.5000000,228.2000000,221.5800000,226.9900000,39339460
SBER,D,20180502,000000,224.5000000,230.0000000,224.0200000,229.0200000,39843120
SBER,D,20180503,000000,228.4200000,232.7400000,227.5000000,228.0300000,79557540
SBER,D,20180504,000000,229.5900000,230.9400000,225.7000000,228.5500000,48071660
SBER,D,20180507,000000,230.2000000,232.1800000,229.0600000,229.8600000,37180430
SBER,D,20180508,000000,227.7700000,228.4800000,224.5000000,226.7000000,55830890
SBER,D,20180510,000000,228.5000000,234.1400000,228.3700000,233.7000000,72107560
SBER,D,20180511,000000,234.3000000,237.9500000,233.7400000,235.7200000,55032410
SBER,D,20180514,000000,236.2200000,237.8000000,234.0300000,237.8000000,34741670
SBER,D,20180515,000000,237.5000000,237.5000000,230.4000000,231.3900000,52925240
SBER,D,20180516,000000,230.8800000,232.0000000,226.7000000,229.8000000,70111320
SBER,D,20180517,000000,230.0200000,231.2500000,226.0500000,226.0500000,43411210
SBER,D,20180518,000000,225.7100000,228.1600000,222.2000000,222.2000000,60256410
SBER,D,20180521,000000,223.5500000,226.8000000,223.5500000,226.2100000,38947410
SBER,D,20180522,000000,227.2700000,227.2700000,222.9500000,225.6000000,43217100
SBER,D,20180523,000000,223.1200000,224.0700000,221.0000000,221.0000000,48689890
SBER,D,20180524,000000,221.9200000,223.7000000,221.1200000,222.0100000,37182550
SBER,D,20180525,000000,222.5200000,223.4800000,219.0000000,220.0000000,50121930
SBER,D,20180528,000000,219.4700000,221.5000000,219.2000000,220.9000000,23163930
SBER,D,20180529,000000,220.6500000,222.1300000,217.1000000,219.0000000,35915960
SBER,D,20180530,000000,219.3000000,221.5500000,217.8800000,221.0100000,48577040
SBER,D,20180531,000000,221.9800000,224.3500000,220.0000000,222.3600000,67355330
SBER,D,20180601,000000,221.5000000,222.7700000,220.0000000,220.0000000,35486150
SBER,D,20180604,000000,221.1400000,222.6700000,218.5700000,220.0000000,32190880
SBER,D,20180605,000000,220.0000000,220.7900000,214.5100000,215.5600000,51356070
SBER,D,20180606,000000,216.0100000,218.1900000,214.6500000,217.9000000,35757900
SBER,D,20180607,000000,218.9400000,219.4500000,216.4100000,216.4100000,32382500
SBER,D,20180608,000000,215.9900000,217.0000000,210.2500000,210.9500000,67550410
SBER,D,20180609,000000,211.5200000,213.2700000,211.5000000,212.6000000,6414930
SBER,D,20180611,000000,212.5800000,213.6100000,208.3300000,210.3500000,28258150
SBER,D,20180613,000000,211.2500000,216.1300000,209.6300000,215.0000000,48493030
SBER,D,20180614,000000,214.8000000,217.4900000,213.6000000,214.0000000,42714160
SBER,D,20180615,000000,213.9000000,215.0000000,207.9000000,209.3600000,86197300
SBER,D,20180618,000000,209.0000000,211.2000000,205.0100000,206.3000000,54250200
SBER,D,20180619,000000,204.0000000,206.7700000,202.1100000,206.0000000,51282280
SBER,D,20180620,000000,207.0200000,212.3700000,207.0200000,212.2000000,60940670
SBER,D,20180621,000000,212.2000000,214.1600000,208.6200000,210.4000000,65015400
SBER,D,20180622,000000,211.6300000,215.0000000,209.6200000,214.4300000,67423210
SBER,D,20180625,000000,204.5000000,206.9400000,202.5100000,202.5100000,56116320
SBER,D,20180626,000000,203.5100000,205.0000000,199.6000000,199.9100000,54707960
SBER,D,20180627,000000,201.8500000,209.3300000,198.5500000,207.9500000,80687300
SBER,D,20180628,000000,207.8100000,210.6300000,207.0100000,208.5000000,46830280
SBER,D,20180629,000000,210.1200000,218.3000000,210.0900000,218.0000000,76660960
SBER,D,20180702,000000,217.0100000,222.8300000,216.0000000,221.0100000,55104090
SBER,D,20180703,000000,221.2000000,222.4500000,217.1000000,218.4500000,38357870
SBER,D,20180704,000000,218.3000000,219.5600000,216.6100000,217.7000000,20256320
SBER,D,20180705,000000,217.4800000,224.5400000,216.8500000,224.5400000,53715930
SBER,D,20180706,000000,225.0200000,227.5900000,221.6100000,226.7100000,55137560
SBER,D,20180709,000000,228.5000000,231.2400000,228.2000000,230.0000000,49493270
SBER,D,20180710,000000,230.9500000,232.2500000,228.0000000,230.3000000,43190130
SBER,D,20180711,000000,229.2000000,229.2000000,224.8000000,227.5700000,57983440
SBER,D,20180712,000000,226.7600000,228.4500000,225.1000000,226.6000000,40332870
SBER,D,20180713,000000,227.3000000,230.8600000,227.2200000,229.8500000,39581560
SBER,D,20180716,000000,230.1000000,231.0000000,226.4200000,227.9900000,35476130
SBER,D,20180717,000000,226.9100000,227.0000000,220.5200000,222.5000000,62529500
SBER,D,20180718,000000,222.0000000,224.0000000,215.6400000,216.2800000,61074310
SBER,D,20180719,000000,216.8000000,217.1100000,206.5600000,207.5000000,93226350
SBER,D,20180720,000000,207.8000000,210.9500000,201.1000000,204.3400000,126624340
SBER,D,20180723,000000,205.4200000,210.4000000,205.2500000,208.4200000,55220910
SBER,D,20180724,000000,208.9200000,215.4500000,208.9200000,215.4500000,54048140
SBER,D,20180725,000000,210.9900000,215.4500000,208.3400000,213.7000000,76238900
SBER,D,20180726,000000,215.7000000,216.5100000,209.1100000,210.0000000,59569060
SBER,D,20180727,000000,210.0000000,211.2200000,205.5800000,208.9000000,58570630
SBER,D,20180730,000000,207.7700000,212.4900000,206.5600000,211.3300000,48306180
SBER,D,20180731,000000,211.0200000,214.9400000,210.2400000,214.8600000,45243210
SBER,D,20180801,000000,213.6100000,215.2000000,210.5700000,210.6000000,37524870
SBER,D,20180802,000000,209.0000000,211.7200000,205.1300000,206.6000000,57931080
SBER,D,20180803,000000,206.4900000,206.5500000,202.0000000,202.2100000,74011290
SBER,D,20180806,000000,201.8000000,205.2000000,199.5700000,203.9000000,52568260
SBER,D,20180807,000000,205.1900000,207.9500000,201.5500000,201.7900000,60405360
SBER,D,20180808,000000,201.5300000,202.4500000,191.5100000,193.2000000,142013410
SBER,D,20180809,000000,189.9900000,195.9000000,182.0600000,195.9000000,160034960
SBER,D,20180810,000000,193.9800000,196.8500000,183.0100000,186.1500000,113458060
SBER,D,20180813,000000,182.1600000,193.3900000,180.1500000,190.0000000,106247260
SBER,D,20180814,000000,192.9800000,195.9800000,188.2000000,192.7600000,82639580
SBER,D,20180815,000000,192.3500000,194.0000000,186.5300000,187.9800000,77677680
SBER,D,20180816,000000,189.0100000,192.2800000,188.2200000,191.6000000,54658510
SBER,D,20180817,000000,191.8100000,192.4300000,188.5900000,189.5500000,45174790
SBER,D,20180820,000000,190.9800000,193.9900000,190.6400000,191.2000000,49215120
SBER,D,20180821,000000,192.0100000,192.3400000,189.5500000,191.8000000,40308740
SBER,D,20180822,000000,192.4300000,193.6900000,187.5600000,187.8000000,66350360
SBER,D,20180823,000000,188.4000000,189.0600000,178.5500000,178.7100000,147543270
SBER,D,20180824,000000,178.0000000,180.3900000,172.8000000,180.3900000,132957000
SBER,D,20180827,000000,181.4800000,183.8300000,180.5200000,183.2700000,51580770
SBER,D,20180828,000000,183.4400000,184.6400000,181.2200000,182.0000000,49544520
SBER,D,20180829,000000,182.6000000,183.8500000,181.3100000,183.5000000,39202670
SBER,D,20180830,000000,184.6100000,185.5700000,177.2500000,178.0000000,66083800
SBER,D,20180831,000000,177.6000000,182.0000000,175.6100000,182.0000000,63727210
SBER,D,20180903,000000,181.7200000,182.8700000,180.1500000,181.2100000,31215900
SBER,D,20180904,000000,182.0000000,182.4900000,177.7100000,179.5000000,56682000
SBER,D,20180905,000000,178.5000000,181.2500000,178.2800000,178.4600000,44378140
SBER,D,20180906,000000,177.9800000,180.1800000,175.0000000,175.0000000,49093170
SBER,D,20180907,000000,175.4700000,177.4500000,173.8500000,174.9000000,68384820
SBER,D,20180910,000000,175.0500000,175.9700000,169.8500000,171.2100000,77583280
SBER,D,20180911,000000,171.2400000,172.6700000,165.9000000,169.3600000,93215820
SBER,D,20180912,000000,170.2300000,175.1900000,169.4000000,173.9000000,93403230
SBER,D,20180913,000000,174.5000000,189.0400000,174.5000000,183.5000000,194705800
SBER,D,20180914,000000,185.0000000,189.0000000,182.5300000,188.7100000,127770380
SBER,D,20180917,000000,190.0000000,192.0700000,186.6000000,188.1100000,66793190
SBER,D,20180918,000000,188.3000000,192.6900000,186.5100000,191.6500000,83573220
SBER,D,20180919,000000,192.3400000,193.9700000,191.4700000,193.9000000,60947040
SBER,D,20180920,000000,194.3100000,197.7300000,191.1600000,191.1600000,132774700
SBER,D,20180921,000000,191.1900000,194.6800000,188.8300000,193.4400000,108957030
SBER,D,20180924,000000,194.5000000,199.0600000,194.2900000,198.7500000,75925070
SBER,D,20180925,000000,199.7000000,201.0000000,195.0600000,195.5500000,89873560
SBER,D,20180926,000000,195.5400000,197.4000000,193.5900000,195.7900000,61921270
SBER,D,20180927,000000,195.0000000,204.1000000,194.5600000,204.1000000,101237930
SBER,D,20180928,000000,204.9300000,205.6700000,200.1000000,203.3200000,101713950
SBER,D,20181001,000000,204.5000000,205.2500000,201.7100000,204.2000000,54910300
SBER,D,20181002,000000,205.1700000,205.9800000,198.6200000,199.5000000,78785280
SBER,D,20181003,000000,200.0000000,202.4700000,196.8500000,198.3000000,76596520
SBER,D,20181004,000000,197.9100000,198.1900000,189.2500000,189.3500000,87366140
SBER,D,20181005,000000,188.9800000,191.5900000,185.0500000,187.2000000,103113200
SBER,D,20181008,000000,187.0500000,193.6000000,182.5100000,191.8500000,82473320
SBER,D,20181009,000000,193.5000000,196.0400000,188.7000000,191.2500000,85996750
SBER,D,20181010,000000,192.0000000,195.1200000,188.8100000,189.8900000,67252690
SBER,D,20181011,000000,184.8400000,187.8300000,182.3000000,185.2700000,124815860
SBER,D,20181012,000000,187.8000000,192.1600000,187.6100000,191.8500000,62953360
SBER,D,20181015,000000,192.5000000,193.8900000,189.4500000,190.9200000,54179560
SBER,D,20181016,000000,190.0200000,196.2000000,189.0000000,196.0500000,63932100
SBER,D,20181017,000000,198.4000000,198.8000000,192.9200000,194.0500000,78536820
SBER,D,20181018,000000,193.4800000,194.2000000,190.8000000,191.0000000,49316170
SBER,D,20181019,000000,191.2000000,191.7000000,183.8000000,183.8000000,96812630
SBER,D,20181022,000000,184.8400000,187.7200000,180.0300000,180.7000000,92794800
SBER,D,20181023,000000,178.8900000,182.5000000,177.0200000,181.0000000,77734500
SBER,D,20181024,000000,182.5100000,189.2500000,180.5000000,188.0100000,106766580
SBER,D,20181025,000000,185.6600000,188.7500000,184.0300000,186.7100000,79879160
SBER,D,20181026,000000,185.7700000,185.8500000,178.2700000,181.0000000,92743040
SBER,D,20181029,000000,180.6000000,186.3000000,178.6400000,185.5900000,61308190
SBER,D,20181030,000000,183.9000000,186.8200000,181.7400000,184.7800000,60947920
SBER,D,20181031,000000,186.1700000,189.8000000,184.8300000,189.8000000,66807090
SBER,D,20181101,000000,189.5400000,191.3600000,186.7000000,188.6700000,77488300
SBER,D,20181102,000000,189.9700000,192.9800000,188.5700000,192.6000000,69101360
SBER,D,20181106,000000,194.5100000,197.8500000,193.7300000,197.8000000,65475770
SBER,D,20181107,000000,197.4100000,203.0000000,195.4000000,201.9000000,98584000
SBER,D,20181108,000000,201.9800000,204.7000000,200.1000000,202.8900000,94674040
SBER,D,20181109,000000,200.3800000,201.9600000,194.3300000,195.7500000,95906430
SBER,D,20181112,000000,197.9700000,201.8500000,196.4000000,196.8200000,82176760
SBER,D,20181113,000000,195.5000000,199.7000000,193.6800000,196.5600000,78488310
SBER,D,20181114,000000,195.2100000,199.5600000,193.1800000,199.2000000,82924950
SBER,D,20181115,000000,200.0200000,202.5000000,199.5000000,200.1500000,62195840
SBER,D,20181116,000000,201.1200000,203.5000000,198.7100000,199.2600000,66333750
SBER,D,20181119,000000,198.9500000,200.7000000,197.5000000,197.9900000,50476830
SBER,D,20181120,000000,197.2500000,197.8000000,191.8100000,194.2100000,66342610
SBER,D,20181121,000000,194.0700000,198.4000000,193.3800000,197.5000000,58394580
SBER,D,20181122,000000,197.9500000,200.0100000,195.9200000,199.4000000,49689840
SBER,D,20181123,000000,198.5800000,198.7700000,194.8600000,197.3000000,50857500
SBER,D,20181126,000000,197.5000000,197.7900000,185.5300000,188.5000000,117217680
SBER,D,20181127,000000,189.9200000,192.4500000,188.1100000,191.0300000,87678410
SBER,D,20181128,000000,191.6100000,193.2700000,189.4500000,190.2000000,60212610
SBER,D,20181129,000000,191.8500000,196.3700000,191.1000000,195.7600000,83062140
SBER,D,20181130,000000,194.0500000,194.2500000,191.2200000,194.0000000,67218160
SBER,D,20181203,000000,197.9900000,201.9000000,197.5800000,200.3000000,81371000
SBER,D,20181204,000000,200.3000000,200.7000000,196.9300000,199.0000000,57830610
SBER,D,20181205,000000,195.6900000,196.8000000,194.0500000,196.0000000,49420360
SBER,D,20181206,000000,194.0000000,194.2300000,190.1100000,192.1900000,64405800
SBER,D,20181207,000000,193.5100000,196.3500000,192.2000000,195.0100000,63935050
SBER,D,20181210,000000,192.7200000,193.9200000,190.3900000,191.8000000,61557850
SBER,D,20181211,000000,192.1800000,193.8000000,190.2000000,192.5700000,54785390
SBER,D,20181212,000000,193.3000000,193.9000000,190.4500000,190.4500000,50917260
SBER,D,20181213,000000,190.2300000,191.5500000,188.5600000,189.1700000,43425460
SBER,D,20181214,000000,188.8500000,189.1000000,183.7300000,184.9300000,73219440
SBER,D,20181217,000000,184.6500000,186.9600000,182.1100000,182.3000000,59793100
SBER,D,20181218,000000,180.6600000,186.6000000,180.3700000,186.6000000,79653690
SBER,D,20181219,000000,185.4500000,188.8500000,184.3500000,188.8500000,61556660
SBER,D,20181220,000000,185.9500000,191.8200000,185.3100000,189.3000000,87727280
SBER,D,20181221,000000,188.7400000,190.0500000,185.7000000,186.7900000,60615750
SBER,D,20181224,000000,186.1000000,187.2600000,183.5100000,184.3000000,32561380
SBER,D,20181225,000000,182.4100000,183.4700000,179.0400000,183.3000000,34631200
SBER,D,20181226,000000,183.9200000,185.5000000,182.3500000,183.4000000,30069720
SBER,D,20181227,000000,187.2000000,187.4000000,184.1800000,185.0000000,47328110
SBER,D,20181228,000000,185.7800000,187.2200000,184.9800000,186.5000000,39791870
SBER,D,20181229,000000,186.9000000,187.0000000,185.3100000,186.3400000,8913660
SBER,D,20190103,000000,186.3700000,191.5000000,186.0000000,186.9900000,40105780
SBER,D,20190104,000000,187.9900000,190.9900000,187.7700000,190.9900000,32537090
SBER,D,20190108,000000,191.6600000,193.1800000,190.3700000,191.2400000,38581950
SBER,D,20190109,000000,192.7100000,197.0000000,192.1000000,197.0000000,70633230
SBER,D,20190110,000000,196.3000000,197.6400000,195.0300000,196.7500000,56211650
SBER,D,20190111,000000,197.1300000,198.9600000,195.6100000,196.8000000,63643670
SBER,D,20190114,000000,195.6800000,197.4400000,194.0000000,196.8000000,44643520
SBER,D,20190115,000000,197.3900000,198.8400000,195.9100000,198.0000000,52994790
SBER,D,20190116,000000,198.6400000,201.3000000,198.0200000,201.2600000,62392390
SBER,D,20190117,000000,201.6700000,203.5500000,201.0500000,203.3200000,59827610
SBER,D,20190118,000000,204.6000000,208.4400000,203.8300000,208.4400000,74159420
SBER,D,20190121,000000,208.9200000,210.2000000,207.1700000,207.1700000,55401630
SBER,D,20190122,000000,206.6500000,208.8800000,205.6300000,207.9500000,51269620
SBER,D,20190123,000000,207.7500000,212.0000000,207.5200000,210.4000000,79629180
SBER,D,20190124,000000,210.4000000,213.4300000,208.5500000,212.2000000,78312890
SBER,D,20190125,000000,212.7700000,214.1400000,211.0100000,212.0000000,58500020
SBER,D,20190128,000000,212.0000000,213.3000000,207.6300000,209.7000000,56384930
SBER,D,20190129,000000,209.7100000,214.4900000,206.9100000,213.6100000,63896190
SBER,D,20190130,000000,213.8000000,215.7000000,212.2200000,213.1400000,59281660
SBER,D,20190131,000000,215.1700000,218.1000000,214.6700000,217.9000000,80129070
SBER,D,20190201,000000,217.9900000,218.7000000,215.0100000,216.2900000,55398450
SBER,D,20190204,000000,216.2500000,217.1400000,215.0600000,215.5000000,40874530
SBER,D,20190205,000000,216.0000000,218.5500000,214.6100000,217.8500000,46589060
SBER,D,20190206,000000,217.9200000,218.1500000,215.4100000,216.5900000,46139530
SBER,D,20190207,000000,216.0000000,216.6500000,210.6000000,211.0100000,69155220
SBER,D,20190208,000000,209.9900000,211.9300000,208.7000000,210.4300000,51480680
SBER,D,20190211,000000,211.0000000,214.7200000,210.8000000,214.0000000,49597150
SBER,D,20190212,000000,214.7300000,219.4500000,214.6000000,219.1000000,73524360
SBER,D,20190213,000000,219.6000000,220.7000000,213.1000000,213.9000000,85042730
SBER,D,20190214,000000,208.5000000,209.8500000,201.7000000,204.4300000,154867810
SBER,D,20190215,000000,205.9400000,209.0000000,205.5200000,208.0000000,78872640
SBER,D,20190218,000000,208.7000000,209.7300000,203.2000000,204.1900000,76368650
SBER,D,20190219,000000,203.6000000,205.6000000,201.1000000,202.0800000,66628330
SBER,D,20190220,000000,203.9000000,206.8900000,203.2300000,206.8900000,66614210
SBER,D,20190221,000000,207.5600000,207.8700000,202.3000000,203.4100000,68058950
SBER,D,20190222,000000,203.6200000,206.1000000,203.0300000,205.2500000,45737340
SBER,D,20190225,000000,205.5000000,208.6000000,204.2000000,205.8600000,70760670
SBER,D,20190226,000000,204.8000000,205.8000000,202.9000000,205.8000000,50742950
SBER,D,20190227,000000,206.0600000,206.9000000,203.9000000,205.4000000,54017660
SBER,D,20190228,000000,205.0000000,208.8900000,204.1600000,207.8000000,62293690
SBER,D,20190301,000000,208.4400000,209.0000000,206.1000000,206.5400000,46000050
SBER,D,20190304,000000,207.0200000,207.5000000,205.2500000,205.5000000,31471880
SBER,D,20190305,000000,204.8400000,204.9000000,202.2500000,202.9200000,46296020
SBER,D,20190306,000000,202.8900000,205.7000000,202.6000000,205.0000000,52926540
SBER,D,20190307,000000,205.1000000,206.6700000,203.5000000,203.9500000,46053890
SBER,D,20190311,000000,203.2000000,205.6000000,202.5600000,205.2500000,42374840
SBER,D,20190312,000000,206.5000000,206.8900000,204.4000000,205.1000000,42016460
SBER,D,20190313,000000,204.6900000,206.0000000,203.8000000,206.0000000,28504220
SBER,D,20190314,000000,205.6000000,206.3800000,203.5000000,203.6600000,43825330
SBER,D,20190315,000000,204.2000000,204.9500000,203.5500000,203.5500000,35811130
SBER,D,20190318,000000,204.2500000,206.1400000,204.1100000,205.9000000,40789510
SBER,D,20190319,000000,206.4000000,208.3100000,205.9300000,207.7000000,47705420
SBER,D,20190320,000000,207.5500000,209.8400000,206.4000000,209.8000000,55498860
SBER,D,20190321,000000,210.2700000,212.2900000,209.7700000,210.6100000,66856470
SBER,D,20190322,000000,210.6500000,211.2900000,206.7000000,207.7000000,49381080
SBER,D,20190325,000000,206.6600000,214.2000000,205.5500000,214.0000000,107953490
SBER,D,20190326,000000,214.7100000,218.4600000,213.1300000,218.0000000,81274550
SBER,D,20190327,000000,218.2100000,219.2500000,214.1000000,214.1000000,71870510
SBER,D,20190328,000000,214.1400000,215.9500000,213.7200000,215.0700000,47481780
SBER,D,20190329,000000,216.0000000,218.1900000,214.4000000,214.4200000,85726830
SBER,D,20190401,000000,215.0500000,218.1100000,215.0100000,217.7000000,51669790
SBER,D,20190402,000000,218.7500000,219.3200000,216.8000000,218.2300000,49132320
SBER,D,20190403,000000,220.1200000,224.1600000,218.8800000,219.0500000,91987840
SBER,D,20190404,000000,218.5000000,221.8500000,218.0100000,221.8000000,51920220
SBER,D,20190405,000000,222.3500000,227.7000000,222.0300000,227.5000000,77930270
SBER,D,20190408,000000,227.9000000,232.3000000,227.9000000,232.3000000,70830180
SBER,D,20190409,000000,233.5400000,238.9000000,232.3900000,238.0000000,117168650
SBER,D,20190410,000000,239.0000000,245.2500000,237.9400000,243.6800000,129029970
SBER,D,20190411,000000,244.4000000,247.2300000,238.8600000,238.8600000,105320630
SBER,D,20190412,000000,239.9700000,243.1500000,237.0000000,239.5000000,96065730
SBER,D,20190415,000000,240.3900000,242.3000000,237.0600000,237.8000000,47848560
SBER,D,20190416,000000,239.0000000,239.5000000,232.3200000,233.2400000,86383980
SBER,D,20190417,000000,234.5200000,235.7500000,232.0000000,234.3000000,70133760
SBER,D,20190418,000000,233.8000000,234.1100000,230.8400000,232.7900000,55682060
SBER,D,20190419,000000,233.4800000,233.5000000,231.9000000,232.6000000,12238240
SBER,D,20190422,000000,233.7000000,236.0900000,233.0500000,235.4100000,44233210
SBER,D,20190423,000000,235.9900000,237.5600000,234.1600000,235.6700000,56823030
SBER,D,20190424,000000,235.0000000,236.4700000,233.9400000,236.0000000,43602000
SBER,D,20190425,000000,235.6800000,236.0000000,227.8000000,227.8000000,100789420
SBER,D,20190426,000000,227.4700000,227.4700000,222.0800000,223.1800000,94039040
SBER,D,20190429,000000,223.7000000,229.0900000,223.0500000,228.8000000,48768500
SBER,D,20190430,000000,229.0200000,229.0200000,223.8100000,225.1700000,63392980
SBER,D,20190502,000000,226.0000000,229.8400000,225.8500000,229.1000000,36429060
SBER,D,20190503,000000,229.6900000,233.0000000,228.5500000,232.5200000,47604250
SBER,D,20190506,000000,228.7200000,232.8000000,227.0000000,232.8000000,48147810
SBER,D,20190507,000000,232.7000000,234.3400000,230.2600000,231.4900000,46470700
